value,type,question,a,b,c,d,e,truth
c,a,【Aming】(Li Luoming)和【Yu Zu Chengmu】不存在的关系是什么？,Li Luoming is uncle of Yu Zu Chengmu,Li Luoming is quest companion of Yu Zu Chengmu,Li Luoming is business partner of Yu Zu Chengmu,Li Luoming is ex-husband of Yu Zu Chengmu,,d
c,a,【Aming】(Li Luoming)和【Yue Dongwen】不存在的关系是什么？,Li Luoming is helper of Yue Dongwen,Li Luoming is employer of Yue Dongwen,Li Luoming is deceiver of Yue Dongwen,Li Luoming is step-father of Yue Dongwen,,d
a,a,大哥【Xia Bolong】被谁杀死的？,Xia Sanhu,Xia Zhongpeng,Li Zicai,Duan Hejun,,a
b,a,大哥【Xia Bolong】是怎么死的？,被枪打死的,被拳头打死的,被毒药毒死的,被水淹死的,,c
b,a,凶手杀大哥【Xia Bolong】的动机是什么？,情杀,仇杀,利益,误杀,,c
b,a,凶手是被害人大哥【Xia Bolong】什么人？,仇人,兄弟,朋友,情人,,b
b,a,大哥【Xia Bolong】是在哪里被杀死的？,田吉株式会社,自己的房间,擂台上,“嘉善堂”医馆,,b
b,b,请选出你最怀疑杀死大哥【Xia Bolong】的两个人,Xia Sanhu,Xia Zhongpeng,Li Zicai,Duan Hejun,,a
a,a,【Wu Baian】被谁杀死的？,Yu Zu Chengmu,Aming【Luo Ming】,Yue Dongwen,Duan Yuetong,,b
b,a,【Wu Baian】是怎么死的？,被枪打死的,被拳头打死的,被毒药毒死的,被水淹死的,,b
b,a,凶手杀【Wu Baian】的动机是什么？,情杀,仇杀,利益,误杀,,bb
b,a,凶手是被害人【Wu Baian】什么人？,仇人,同事,朋友,妻子,,a
b,a,【Wu Baian】是在哪里被杀死的？,仓库外,芙兰茜西饼店,拳馆,Wu Baian家,,a
b,a,【Wu Baian】是在何时被杀死的？,7月28日傍晚,7月29日早上,7月29日傍晚,7月30日早上,,c
b,b,请选出你最怀疑杀死【Wu Baian】的两个人,Yu Zu Chengmu,Aming【Luo Ming】,Yue Dongwen,Duan Yuetong,,a
b,a,三弟【Xia Sanhu】和【Yu Zu Chengmu】是什么关系?, 三弟【Xia Sanhu】被【Yu Zu Chengmu】设下圈套骗了钱,三弟【Xia Sanhu】和【Yu Zu Chengmu】是好朋友,【Yu Zu Chengmu】是三弟【Xia Sanhu】的徒弟,【Yu Zu Chengmu】是三弟【Xia Sanhu】的上司,,c
b,a, 是谁在Xia Sanhu房里偷袭了A'e【Xia Shue】?, Xia Sanhu,Yu Zu Chengmu,Aming【Luo Ming】,Duan Yuetong,,b
b,a,【内宅】库房里的家具是怎么来的?, 三弟【Xia Sanhu】被人骗了买的假货,大正天皇的寿辰大典礼物,【Yu Zu Chengmu】寄存的,三弟【Xia Sanhu】买来自己用的,,a
b,a,【Duan Yuetong】的亲生父亲是谁？,大哥【Xia Bolong】,Xia Zhongpeng,Xia Sanhu,Li Zicai,,a
b,b,是谁拿走了黄金奖牌？,Yu Zu Chengmu,Aming【Luo Ming】,Yue Dongwen,Duan Yuetong,,a
b,a,三弟【Xia Sanhu】如何染上赌瘾？,被【Yu Zu Chengmu】带去赌博,缺钱花,在日本读书的时候很流行赌博,应酬需要,,a
b,a,【Yu Zu Chengmu】是什么人？, “嘉善堂”医馆的Li Zicai的弟弟,田吉株式会社的创办人,Xia Sanhu的日本人同学,【Xia Bolong】的私生子,,a
b,a,Aming【Luo Ming】和【Yu Zu Chengmu】是什么关系？, 叔侄,陌生人,仇人,朋友,,a
b,a,Aming【Luo Ming】的真实身份是什么？, 大哥【Xia Bolong】的私生子,在码头工作的孤儿Luo Ming,“嘉善堂”医馆的Li Zicai的儿子,【Yu Zu Chengmu】的眼线,,c
b,a,【Yue Dongwen】在隐瞒什么？, 他的公司卖假药,Wu Baian卖出过能致人死亡的“虫杀灵”,他是杀人凶手,他是Duan Yuetong的亲生父亲,,b
c,a,三弟【Xia Sanhu】和【Luo Ming】不存在的关系是什么？,Xia Sanhu is student of Luo Ming,Xia Sanhu is subordinate of Luo Ming,Xia Sanhu is victim of Luo Ming,Xia Sanhu is daughter of Luo Ming,,d
c,a,三弟【Xia Sanhu】和【Yu Zu Chengmu】不存在的关系是什么？,Xia Sanhu is creditor of Yu Zu Chengmu,Xia Sanhu is deceiver of Yu Zu Chengmu,Xia Sanhu is victim of Yu Zu Chengmu,Xia Sanhu is secret lover of Yu Zu Chengmu,,d
c,a,三弟【Xia Sanhu】和【Xia Beigui】的关系是什么？,Xia Sanhu is father and mentor of Xia Beigui,Xia Sanhu is tour guide and seller of Xia Beigui,Xia Sanhu is seller and perpetrator 's family of Xia Beigui,Xia Sanhu is perpetrator 's family and minion of Xia Beigui,,a
c,a,A'e【Xia Shue】和【Xia Zhongpeng】不存在的关系是什么？,Xia Shue is uncle of Xia Zhongpeng,Xia Shue is mentor of Xia Zhongpeng,Xia Shue is helper of Xia Zhongpeng,Xia Shue is bully of Xia Zhongpeng,,d
c,a,A'e【Xia Shue】和三弟【Xia Sanhu】不存在的关系是什么？,Xia Shue is uncle of Xia Sanhu,Xia Shue is mentor of Xia Sanhu,Xia Shue is helper of Xia Sanhu,Xia Shue is adversary of Xia Sanhu,,d
c,a,A'e【Xia Shue】和【Luo Ming】不存在的关系是什么？,Xia Shue is student of Luo Ming,Xia Shue is friend of Luo Ming,Xia Shue is perpetrator of Luo Ming,Xia Shue is lover of Luo Ming,,d
c,a,【Yu Zu Chengmu】和三弟【Xia Sanhu】不存在的关系是什么？,Yu Zu Chengmu is schoolmate of Xia Sanhu,Yu Zu Chengmu is friend of Xia Sanhu,Yu Zu Chengmu is deceived by Xia Sanhu,Yu Zu Chengmu is uncle of Xia Sanhu,,d
c,a,【Yu Zu Chengmu】和Aming【Luo Ming】不存在的关系是什么？,Yu Zu Chengmu is nephew of Li Luoming,Yu Zu Chengmu is manipulator of Li Luoming,Yu Zu Chengmu is quest companion of Li Luoming,Yu Zu Chengmu is admired by Li Luoming,,d
c,a,【Yu Zu Chengmu】和【Anqi】不存在的关系是什么？,Yu Zu Chengmu is helper of Anqi,Yu Zu Chengmu is product provider of Anqi,Yu Zu Chengmu is creditor of Anqi,Yu Zu Chengmu is sibling of Anqi,,d
a,a,【Xia Bolong】被谁杀死的？,Xia Sanhu,Xia Zhongpeng,Li Zicai,Duan Hejun,,a
b,a,【Xia Bolong】是怎么死的？,被枪打死的,被拳头打死的,被毒药毒死的,被水淹死的,,c
b,a,凶手杀【Xia Bolong】的动机是什么？,情杀,仇杀,利益,误杀,,c
b,a,凶手是被害人【Xia Bolong】什么人？,仇人,兄弟,朋友,情人,,b
b,a,【Xia Bolong】是在哪里被杀死的？,田吉株式会社,自己的房间,擂台上,“嘉善堂”医馆,,b
b,b,请选出你最怀疑杀死【Xia Bolong】的两个人,Xia Sanhu,Xia Zhongpeng,Li Zicai,Duan Hejun,,a
a,a,【Xia Sanhu】被谁杀死的？,Yu Zu Chengmu,Xia Zhongpeng,Aming,Duan Yuetong,,b
b,a,【Xia Sanhu】是怎么死的？,被枪打死的,被拳头打死的,被毒药毒死的,被腰带勒死的,,d
b,a,凶手杀【Xia Sanhu】的动机是什么？,情杀,仇杀,利益,大义灭亲,,d
b,a,凶手是被害人【Xia Sanhu】什么人？,仇人,徒弟,朋友,兄弟,,d
b,a,【Xia Sanhu】是在哪里被杀死的？,田吉株式会社,自己房里,擂台上,“嘉善堂”医馆,,b
b,a,【Xia Sanhu】是在何时被杀死的？,今天 (8月3日）18:00-18:10,今天 (8月3日）20:00-20:10,7月30日 18:00-18:10,7月20日 20:00-20:10,,a
b,b,请选出你最怀疑杀死【Xia Sanhu】的两个人,Yu Zu Chengmu,Xia Zhongpeng,Aming,Duan Yuetong,,a
a,a,【Wu Baian】被谁杀死的？,Yu Zu Chengmu,Aming,Yue Dongwen,Duan Yuetong,,b
b,a,【Wu Baian】是怎么死的？,被枪打死的,被拳头打死的,被毒药毒死的,被水淹死的,,b
b,a,凶手杀【Wu Baian】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Wu Baian】什么人？,仇人,同事,朋友,妻子,,a
b,a,【Wu Baian】是在哪里被杀死的？,仓库外,芙兰茜西饼店,拳馆,Wu Baian家,,a
b,a,【Wu Baian】是在何时被杀死的？,7月28日傍晚,7月29日早上,7月29日傍晚,7月30日早上,,c
b,b,请选出你最怀疑杀死【Wu Baian】的两个人,Yu Zu Chengmu,Aming,Yue Dongwen,Duan Yuetong,,a
b,a,骗【Xia Sanhu】买假货的人是谁？,Yu Zu Chengmu和Aming,Duan Yuetong,孟老爷,Wu Baian,,a
b,b,是谁拿走了黄金奖牌？,Yu Zu Chengmu,Aming,Yue Dongwen,Duan Yuetong,,a
b,a,【Xia Sanhu】如何染上赌瘾？,被【Yu Zu Chengmu】带去赌博,缺钱花,在日本读书的时候很流行赌博,应酬需要,,a
b,a,【Aming】和【Yu Zu Chengmu】是什么关系？, 叔侄,陌生人,仇人,朋友,,a
b,a,【Yue Kesa】最近在做什么？,赌博,做生意,拳馆学拳,研发药物,,c
b,a,【Xia Shue】和【Yue Kesa】的关系怎么样？,生意伙伴,师徒,敌人,恋人,,b
b,a,【Xia Shue】为什么做“实习护士”？,探寻父亲死亡的真相,挣钱,个人兴趣爱好,家里人的安排,,a
c,a,【Wu Baian】和【Li Zicai】的关系是什么？,Wu Baian is schoolmate and quest companion of Li Zicai,Wu Baian is deceived by x and daughter in law of Li Zicai,Wu Baian is daughter in law and employee of Li Zicai,Wu Baian is employee and perpetrator of Li Zicai,,a
c,a,【Wu Baian】和【Xia Shue】的关系是什么？,Wu Baian is colleague and information receiver from x of Xia Shue,Wu Baian is attempted perpetrator and elder brother of Xia Shue,Wu Baian is elder brother and bully of Xia Shue,Wu Baian is bully and half sister of Xia Shue,,a
c,a,【Wu Baian】和【Li Luoming】的关系是什么？,Wu Baian is murderer of Li Luoming,Wu Baian is master of Li Luoming,Wu Baian is seeker of help from Li Luoming,Wu Baian is schoolmate of Li Luoming,,a
c,a,【Xia Sanhu】和【Luo Ming】不存在的关系是什么？,Xia Sanhu is student of Luo Ming,Xia Sanhu is subordinate of Luo Ming,Xia Sanhu is victim of Luo Ming,Xia Sanhu is granddaughter of Luo Ming,,d
c,a,【Xia Sanhu】和【Yu Zu Chengmu】不存在的关系是什么？,Xia Sanhu is creditor of Yu Zu Chengmu,Xia Sanhu is deceiver of Yu Zu Chengmu,Xia Sanhu is victim of Yu Zu Chengmu,Xia Sanhu is sister of Yu Zu Chengmu,,d
c,a,【Xia Sanhu】和【Xia Beigui】的关系是什么？,Xia Sanhu is father and mentor of Xia Beigui,Xia Sanhu is co-wives and boyfriend of Xia Beigui,Xia Sanhu is boyfriend and manipulator of Xia Beigui,Xia Sanhu is manipulator and betrayed by x of Xia Beigui,,a
c,a,【Yue Kesa】和【Xia Shue】不存在的关系是什么？,Yue Kesa is mentor of Xia Shue,Yue Kesa is helped by Xia Shue,Yue Kesa is perpetrator of Xia Shue,Yue Kesa is child of Xia Shue,,d
c,a,【Yue Kesa】和【Duan Yuetong】的关系是什么？,Yue Kesa is friend and helped by x of Duan Yuetong,Yue Kesa is adoptive sister and half brother of Duan Yuetong,Yue Kesa is half brother and uncle of Duan Yuetong,Yue Kesa is uncle and customer of Duan Yuetong,,a
c,a,【Yue Kesa】和【Xia Zhongpeng】的关系是什么？,Yue Kesa is mentor and superior of Xia Zhongpeng,Yue Kesa is manipulated by x and manipulator of Xia Zhongpeng,Yue Kesa is manipulator and grandchild of Xia Zhongpeng,Yue Kesa is grandchild and younger brother of Xia Zhongpeng,,a
c,a,【Li Luoming】和【Xia Sanhu】不存在的关系是什么？,Li Luoming is superior of Xia Sanhu,Li Luoming is manipulated by Xia Sanhu,Li Luoming is deceived by Xia Sanhu,Li Luoming is lover of Xia Sanhu,,d
c,a,【Li Luoming】和【Yu Zu Chengmu】不存在的关系是什么？,Li Luoming is uncle of Yu Zu Chengmu,Li Luoming is quest companion of Yu Zu Chengmu,Li Luoming is business partner of Yu Zu Chengmu,Li Luoming is betrayed by Yu Zu Chengmu,,d
c,a,【Li Luoming】和【Yue Dongwen】不存在的关系是什么？,Li Luoming is helper of Yue Dongwen,Li Luoming is employer of Yue Dongwen,Li Luoming is deceiver of Yue Dongwen,Li Luoming is mother in law of Yue Dongwen,,d
